timestamp_epoch_ms	direction	message
1789134208718	RX	Status(sequence=10, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134209092	TX	<CMD,seq=11,move=S,turn=C,step_speed=60,servo=0>
1789134209093	RX	Acknowledgement(sequence=11, duplicate=false)
1789134209093	RX	Status(sequence=11, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134209217	TX	<CMD,seq=11,move=S,turn=C,step_speed=60,servo=0>
1789134209218	RX	Acknowledgement(sequence=11, duplicate=false)
1789134209218	RX	Status(sequence=11, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134209719	TX	<CMD,seq=11,move=S,turn=C,step_speed=60,servo=0>
1789134209719	RX	Acknowledgement(sequence=11, duplicate=false)
1789134209720	RX	Status(sequence=11, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134210219	TX	<CMD,seq=11,move=S,turn=C,step_speed=60,servo=0>
1789134210219	RX	Acknowledgement(sequence=11, duplicate=false)
1789134210219	RX	Status(sequence=11, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134210719	TX	<CMD,seq=11,move=S,turn=C,step_speed=60,servo=0>
1789134210720	RX	Acknowledgement(sequence=11, duplicate=false)
1789134210720	RX	Status(sequence=11, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134211220	TX	<CMD,seq=11,move=S,turn=C,step_speed=60,servo=0>
1789134211221	RX	Acknowledgement(sequence=11, duplicate=false)
1789134211221	RX	Status(sequence=11, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134211237	TX	<CMD,seq=12,move=S,turn=C,step_speed=60,servo=0>
1789134211237	RX	Acknowledgement(sequence=12, duplicate=false)
1789134211238	RX	Status(sequence=12, linkAlive=true, stepTargetRpm=0, stepEstimatedRpm=0, stepActualRpm=null, servoDegrees=0, rollDegrees=1.2, pitchDegrees=-2.4, yawDegrees=85.7, faultBits=0)
1789134211342	SYSTEM	已断开：用户安全断开
1789134214061	SYSTEM	扫描完成：0 个设备
1789134214814	SYSTEM	扫描完成：0 个设备
1789134231602	SYSTEM	扫描完成：0 个设备
1789134232125	SYSTEM	扫描完成：0 个设备
1789134232559	SYSTEM	扫描完成：0 个设备
1789134232690	SYSTEM	扫描完成：0 个设备
1789134232863	SYSTEM	扫描完成：0 个设备
1789134232994	SYSTEM	扫描完成：0 个设备
1789134233875	SYSTEM	扫描完成：0 个设备
1789134234481	SYSTEM	扫描完成：0 个设备
1789134235376	SYSTEM	扫描完成：0 个设备
1789134236328	SYSTEM	扫描完成：0 个设备
1789134236869	SYSTEM	扫描完成：0 个设备
1789134237326	SYSTEM	扫描完成：0 个设备
1789134238339	SYSTEM	扫描完成：0 个设备
1789134239253	SYSTEM	扫描完成：0 个设备
